BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
003017178002,386,14,4,nicotinic acid,High,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
No ChipData,386,14,5,nicotinic acid,High,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017174017,386,15,1,nicotinic acid,High,9 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017174018,386,15,2,nicotinic acid,High,9 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
No ChipData,386,15,5,nicotinic acid,High,9 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
No ChipData,386,15,3,nicotinic acid,High,9 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
003017174019,386,15,4,nicotinic acid,High,9 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
No ChipData,386,16,1,nicotinic acid,High,24 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,386,16,2,nicotinic acid,High,24 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017174029,386,16,3,nicotinic acid,High,24 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017174030,386,16,4,nicotinic acid,High,24 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017175001,386,16,5,nicotinic acid,High,24 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017285009,410,9,4,nifedipine,Middle,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017284026,410,10,3,nifedipine,Middle,6 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,410,10,4,nifedipine,Middle,6 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017285010,410,13,1,nifedipine,High,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017285012,410,13,3,nifedipine,High,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,410,13,4,nifedipine,High,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,410,13,5,nifedipine,High,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017284028,410,14,2,nifedipine,High,6 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017284029,410,14,4,nifedipine,High,6 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017286018,410,15,4,nifedipine,High,9 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017286019,410,15,5,nifedipine,High,9 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017549025,586,1,1,nimesulide,Control,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017549025,586,1,1,nimesulide,Control,3 hr,Liver,Microgranuloma,,minimal,True
003017550009,586,2,5,nimesulide,Control,6 hr,Liver,Microgranuloma,,minimal,True
003017550009,586,2,5,nimesulide,Control,6 hr,Liver,Necrosis,Subserosa,minimal,True
003017546020,586,3,2,nimesulide,Control,9 hr,Liver,Microgranuloma,,minimal,True
003017549028,586,5,2,nimesulide,Low,3 hr,Liver,Microgranuloma,,minimal,True
003017550012,586,6,5,nimesulide,Low,6 hr,Liver,Microgranuloma,,minimal,True
003017546022,586,7,1,nimesulide,Low,9 hr,Liver,Microgranuloma,,minimal,True
No ChipData,586,7,2,nimesulide,Low,9 hr,Liver,Microgranuloma,,minimal,True
003017547006,586,8,4,nimesulide,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
No ChipData,586,8,5,nimesulide,Low,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017547004,586,8,2,nimesulide,Low,24 hr,Liver,Microgranuloma,,minimal,True
003017547005,586,8,3,nimesulide,Low,24 hr,Liver,Microgranuloma,,minimal,True
003017550015,586,10,4,nimesulide,Middle,6 hr,Liver,Microgranuloma,,minimal,True
003017550006,586,13,5,nimesulide,High,3 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017550016,586,14,2,nimesulide,High,6 hr,Liver,Microgranuloma,,minimal,True
No ChipData,586,15,1,nimesulide,High,9 hr,Liver,DEAD,DEAD,P,False
003017129013,325,1,1,nitrofurazone,Control,3 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017131019,325,3,2,nitrofurazone,Control,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017129006,325,6,5,nitrofurazone,Low,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017131023,325,7,5,nitrofurazone,Low,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017130008,325,9,3,nitrofurazone,Middle,3 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017129008,325,10,3,nitrofurazone,Middle,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,325,11,1,nitrofurazone,Middle,9 hr,Liver,DEAD,DEAD,P,False
003017132007,325,12,3,nitrofurazone,Middle,24 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,325,13,1,nitrofurazone,High,3 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,325,16,3,nitrofurazone,High,24 hr,Liver,DEAD,DEAD,P,False
003017507001,570,2,1,nitrosodiethylamine,Control,6 hr,Liver,Necrosis,,minimal,True
No ChipData,570,6,1,nitrosodiethylamine,Low,6 hr,Liver,Swelling,Centrilobular,slight,False
003017507004,570,6,2,nitrosodiethylamine,Low,6 hr,Liver,Swelling,Centrilobular,slight,False
003017507005,570,6,3,nitrosodiethylamine,Low,6 hr,Liver,Swelling,Centrilobular,slight,False
003017507006,570,6,4,nitrosodiethylamine,Low,6 hr,Liver,Swelling,Centrilobular,slight,False
No ChipData,570,6,5,nitrosodiethylamine,Low,6 hr,Liver,Swelling,Centrilobular,slight,False
003017528017,570,7,1,nitrosodiethylamine,Low,9 hr,Liver,Swelling,Centrilobular,slight,False
003017528018,570,7,2,nitrosodiethylamine,Low,9 hr,Liver,Swelling,Centrilobular,slight,False
003017528019,570,7,3,nitrosodiethylamine,Low,9 hr,Liver,Swelling,Centrilobular,slight,False
No ChipData,570,7,4,nitrosodiethylamine,Low,9 hr,Liver,Swelling,Centrilobular,slight,False
No ChipData,570,7,5,nitrosodiethylamine,Low,9 hr,Liver,Swelling,Centrilobular,slight,False
No ChipData,570,9,1,nitrosodiethylamine,Middle,3 hr,Liver,Swelling,Centrilobular,minimal,False
003017506026,570,9,4,nitrosodiethylamine,Middle,3 hr,Liver,Swelling,Centrilobular,minimal,False
No ChipData,570,10,1,nitrosodiethylamine,Middle,6 hr,Liver,Swelling,Centrilobular,moderate,False
003017507007,570,10,2,nitrosodiethylamine,Middle,6 hr,Liver,Swelling,Centrilobular,moderate,False
003017507008,570,10,3,nitrosodiethylamine,Middle,6 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,10,4,nitrosodiethylamine,Middle,6 hr,Liver,Swelling,Centrilobular,moderate,False
003017507009,570,10,5,nitrosodiethylamine,Middle,6 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,11,1,nitrosodiethylamine,Middle,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528020,570,11,2,nitrosodiethylamine,Middle,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528021,570,11,3,nitrosodiethylamine,Middle,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528022,570,11,4,nitrosodiethylamine,Middle,9 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,11,5,nitrosodiethylamine,Middle,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017529004,570,12,4,nitrosodiethylamine,Middle,24 hr,Liver,"Change, acidophilic",Centrilobular,minimal,False
003017529002,570,12,1,nitrosodiethylamine,Middle,24 hr,Liver,"Change, acidophilic",Centrilobular,slight,False
No ChipData,570,12,2,nitrosodiethylamine,Middle,24 hr,Liver,"Change, acidophilic",Centrilobular,slight,False
003017529003,570,12,3,nitrosodiethylamine,Middle,24 hr,Liver,"Change, acidophilic",Centrilobular,slight,False
No ChipData,570,12,5,nitrosodiethylamine,Middle,24 hr,Liver,"Change, acidophilic",Centrilobular,slight,False
003017529002,570,12,1,nitrosodiethylamine,Middle,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
No ChipData,570,12,5,nitrosodiethylamine,Middle,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
No ChipData,570,13,1,nitrosodiethylamine,High,3 hr,Liver,Swelling,Centrilobular,minimal,False
003017506029,570,13,4,nitrosodiethylamine,High,3 hr,Liver,Swelling,Centrilobular,minimal,False
003017506028,570,13,2,nitrosodiethylamine,High,3 hr,Liver,Swelling,Centrilobular,slight,False
No ChipData,570,13,3,nitrosodiethylamine,High,3 hr,Liver,Swelling,Centrilobular,slight,False
003017506030,570,13,5,nitrosodiethylamine,High,3 hr,Liver,Swelling,Centrilobular,slight,False
003017526021,570,14,1,nitrosodiethylamine,High,6 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,14,2,nitrosodiethylamine,High,6 hr,Liver,Swelling,Centrilobular,moderate,False
003017526022,570,14,3,nitrosodiethylamine,High,6 hr,Liver,Swelling,Centrilobular,moderate,False
003017507012,570,14,4,nitrosodiethylamine,High,6 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,14,5,nitrosodiethylamine,High,6 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,15,1,nitrosodiethylamine,High,9 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
003017528023,570,15,2,nitrosodiethylamine,High,9 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
003017528025,570,15,4,nitrosodiethylamine,High,9 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
No ChipData,570,15,1,nitrosodiethylamine,High,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528023,570,15,2,nitrosodiethylamine,High,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528024,570,15,3,nitrosodiethylamine,High,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017528025,570,15,4,nitrosodiethylamine,High,9 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,15,5,nitrosodiethylamine,High,9 hr,Liver,Swelling,Centrilobular,moderate,False
003017529005,570,16,1,nitrosodiethylamine,High,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
003017529006,570,16,2,nitrosodiethylamine,High,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
No ChipData,570,16,3,nitrosodiethylamine,High,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
No ChipData,570,16,4,nitrosodiethylamine,High,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
003017529007,570,16,5,nitrosodiethylamine,High,24 hr,Liver,Single cell necrosis,Centrilobular,minimal,False
003017529005,570,16,1,nitrosodiethylamine,High,24 hr,Liver,Swelling,Centrilobular,moderate,False
003017529006,570,16,2,nitrosodiethylamine,High,24 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,16,3,nitrosodiethylamine,High,24 hr,Liver,Swelling,Centrilobular,moderate,False
No ChipData,570,16,4,nitrosodiethylamine,High,24 hr,Liver,Swelling,Centrilobular,moderate,False
003017529007,570,16,5,nitrosodiethylamine,High,24 hr,Liver,Swelling,Centrilobular,moderate,False
003017669008,123,6,3,omeprazole,Low,6 hr,Liver,Necrosis,,minimal,True
003017668002,123,7,2,omeprazole,Low,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,7,4,omeprazole,Low,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017668030,123,9,2,omeprazole,Middle,3 hr,Liver,Necrosis,,minimal,True
No ChipData,123,10,2,omeprazole,Middle,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017669012,123,10,3,omeprazole,Middle,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,10,4,omeprazole,Middle,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017669012,123,10,3,omeprazole,Middle,6 hr,Liver,Necrosis,,minimal,True
No ChipData,123,11,2,omeprazole,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017668006,123,11,3,omeprazole,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,11,4,omeprazole,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017668007,123,11,5,omeprazole,Middle,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,14,3,omeprazole,High,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017669016,123,14,4,omeprazole,High,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,14,5,omeprazole,High,6 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017669014,123,14,1,omeprazole,High,6 hr,Liver,Necrosis,,minimal,True
003017668008,123,15,1,omeprazole,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,15,2,omeprazole,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017668009,123,15,3,omeprazole,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
No ChipData,123,15,4,omeprazole,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017668010,123,15,5,omeprazole,High,9 hr,Liver,"Change, eosinophilic",Periportal,slight,False
003017246001,431,16,2,papaverine,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
003017246002,431,16,3,papaverine,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,False
No ChipData,431,16,1,papaverine,High,24 hr,Liver,Increased mitosis,Hepatocyte,slight,False
003017246003,431,16,4,papaverine,High,24 hr,Liver,Increased mitosis,Hepatocyte,slight,False
No ChipData,431,16,5,papaverine,High,24 hr,Liver,Increased mitosis,Hepatocyte,slight,False
003017024015,261,1,3,pemoline,Control,3 hr,Liver,Necrosis,,minimal,True
No ChipData,261,6,5,pemoline,Low,6 hr,Liver,Necrosis,,minimal,True
No ChipData,261,7,5,pemoline,Low,9 hr,Liver,Necrosis,,minimal,True
003017024022,261,9,2,pemoline,Middle,3 hr,Liver,Necrosis,,minimal,True
No ChipData,261,12,4,pemoline,Middle,24 hr,Liver,Necrosis,,minimal,True
003017024026,261,13,3,pemoline,High,3 hr,Liver,Necrosis,,minimal,True
003017427020,480,5,4,phalloidin,High,3 hr,Liver,Hemorrhage,Parenchyma,slight,False
003017427019,480,5,3,phalloidin,High,3 hr,Liver,Hemorrhage,Parenchyma,moderate,False
003017427018,480,5,2,phalloidin,High,3 hr,Liver,Hemorrhage,Subserosa,slight,False
No ChipData,480,5,1,phalloidin,High,3 hr,Liver,Hemorrhage,Subserosa,moderate,False
003017427019,480,5,3,phalloidin,High,3 hr,Liver,Hemorrhage,Subserosa,moderate,False
003017427020,480,5,4,phalloidin,High,3 hr,Liver,Hemorrhage,Subserosa,moderate,False
No ChipData,480,5,1,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017427019,480,5,3,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,moderate,False
003017427020,480,5,4,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,moderate,False
003017427018,480,5,2,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,slight,False
No ChipData,480,5,1,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427019,480,5,3,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427020,480,5,4,phalloidin,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427025,480,6,2,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
No ChipData,480,6,3,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017427026,480,6,5,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017427024,480,6,1,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427025,480,6,2,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
No ChipData,480,6,3,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427026,480,6,5,phalloidin,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017427026,480,6,5,phalloidin,High,6 hr,Liver,Single cell necrosis,Centrilobular,slight,False
003017428002,480,7,3,phalloidin,High,9 hr,Liver,Hemorrhage,Parenchyma,moderate,False
No ChipData,480,7,5,phalloidin,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017428002,480,7,3,phalloidin,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,slight,False
No ChipData,480,7,4,phalloidin,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,slight,False
003017428001,480,7,2,phalloidin,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
No ChipData,480,7,5,phalloidin,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Subserosa,moderate,False
003017428002,480,7,3,phalloidin,High,9 hr,Liver,Necrosis,Parenchyma,slight,False
003017427030,480,7,1,phalloidin,High,9 hr,Liver,Single cell necrosis,Centrilobular,slight,False
003017428001,480,7,2,phalloidin,High,9 hr,Liver,Single cell necrosis,Centrilobular,slight,False
No ChipData,480,7,5,phalloidin,High,9 hr,Liver,Single cell necrosis,Centrilobular,slight,False
003017428007,480,8,2,phalloidin,High,24 hr,Liver,Hemorrhage,Parenchyma,slight,False
003017428008,480,8,5,phalloidin,High,24 hr,Liver,"Lesion,NOS",Parenchyma,slight,False
003017428007,480,8,2,phalloidin,High,24 hr,Liver,Necrosis,Parenchyma,slight,False
003017428008,480,8,5,phalloidin,High,24 hr,Liver,Single cell necrosis,Centrilobular,slight,False
No ChipData,624,3,2,phenobarbital,Control,9 hr,Liver,Necrosis,,minimal,True
No ChipData,624,16,3,phenobarbital,High,24 hr,Liver,DEAD,DEAD,P,False
No ChipData,624,16,4,phenobarbital,High,24 hr,Liver,DEAD,DEAD,P,False
003017658007,624,16,5,phenobarbital,High,24 hr,Liver,Necrosis,,minimal,True
003017575016,597,6,1,phenylanthranilic acid,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,6,2,phenylanthranilic acid,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,6,3,phenylanthranilic acid,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575017,597,6,4,phenylanthranilic acid,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575018,597,6,5,phenylanthranilic acid,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,7,1,phenylanthranilic acid,Low,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,7,2,phenylanthranilic acid,Low,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575028,597,7,3,phenylanthranilic acid,Low,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575029,597,7,4,phenylanthranilic acid,Low,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575030,597,7,5,phenylanthranilic acid,Low,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,9,1,phenylanthranilic acid,Middle,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575007,597,9,2,phenylanthranilic acid,Middle,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575008,597,9,3,phenylanthranilic acid,Middle,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575009,597,9,4,phenylanthranilic acid,Middle,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,9,5,phenylanthranilic acid,Middle,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,10,1,phenylanthranilic acid,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,10,2,phenylanthranilic acid,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017596013,597,10,3,phenylanthranilic acid,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017575020,597,10,4,phenylanthranilic acid,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017575021,597,10,5,phenylanthranilic acid,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,11,1,phenylanthranilic acid,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,11,2,phenylanthranilic acid,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576001,597,11,3,phenylanthranilic acid,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576002,597,11,4,phenylanthranilic acid,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576003,597,11,5,phenylanthranilic acid,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,12,1,phenylanthranilic acid,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017596009,597,12,2,phenylanthranilic acid,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017576014,597,12,3,phenylanthranilic acid,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017596010,597,12,4,phenylanthranilic acid,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,12,5,phenylanthranilic acid,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,12,1,phenylanthranilic acid,Middle,24 hr,Liver,Increased mitosis,,minimal,False
003017596009,597,12,2,phenylanthranilic acid,Middle,24 hr,Liver,Increased mitosis,,minimal,False
003017576014,597,12,3,phenylanthranilic acid,Middle,24 hr,Liver,Increased mitosis,,minimal,False
003017596010,597,12,4,phenylanthranilic acid,Middle,24 hr,Liver,Increased mitosis,,minimal,False
No ChipData,597,12,5,phenylanthranilic acid,Middle,24 hr,Liver,Increased mitosis,,minimal,False
No ChipData,597,13,1,phenylanthranilic acid,High,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575010,597,13,2,phenylanthranilic acid,High,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575011,597,13,3,phenylanthranilic acid,High,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017575012,597,13,4,phenylanthranilic acid,High,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,13,5,phenylanthranilic acid,High,3 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,597,14,1,phenylanthranilic acid,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017575022,597,14,2,phenylanthranilic acid,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017596014,597,14,3,phenylanthranilic acid,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017575024,597,14,4,phenylanthranilic acid,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,14,5,phenylanthranilic acid,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576004,597,15,1,phenylanthranilic acid,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576005,597,15,2,phenylanthranilic acid,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576006,597,15,3,phenylanthranilic acid,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,15,4,phenylanthranilic acid,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,15,5,phenylanthranilic acid,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576004,597,15,1,phenylanthranilic acid,High,9 hr,Liver,Necrosis,Hepatocyte,P,True
No ChipData,597,15,4,phenylanthranilic acid,High,9 hr,Liver,Necrosis,Hepatocyte,P,True
003017576016,597,16,1,phenylanthranilic acid,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576017,597,16,2,phenylanthranilic acid,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,16,3,phenylanthranilic acid,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576018,597,16,4,phenylanthranilic acid,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
No ChipData,597,16,5,phenylanthranilic acid,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,False
003017576016,597,16,1,phenylanthranilic acid,High,24 hr,Liver,Increased mitosis,,minimal,False
003017576017,597,16,2,phenylanthranilic acid,High,24 hr,Liver,Increased mitosis,,minimal,False
No ChipData,597,16,3,phenylanthranilic acid,High,24 hr,Liver,Increased mitosis,,minimal,False
003017576018,597,16,4,phenylanthranilic acid,High,24 hr,Liver,Increased mitosis,,minimal,False
No ChipData,597,16,5,phenylanthranilic acid,High,24 hr,Liver,Increased mitosis,,minimal,False
003017675009,96,7,4,phenylbutazone,Low,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,True
003017675013,96,11,5,phenylbutazone,Middle,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,True
003017675016,96,15,4,phenylbutazone,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,True
003017228026,456,7,4,phorone,Low,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,456,12,4,phorone,Middle,24 hr,Liver,Increased mitosis,Midlobular,slight,False
No ChipData,456,13,2,phorone,High,3 hr,Liver,"Change, eosinophilic",Centrilobular,minimal,False
No ChipData,456,13,2,phorone,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
003017227025,456,13,4,phorone,High,3 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
No ChipData,456,13,2,phorone,High,3 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017227025,456,13,4,phorone,High,3 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,456,14,1,phorone,High,6 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017228006,456,14,2,phorone,High,6 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
No ChipData,456,14,3,phorone,High,6 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017228007,456,14,4,phorone,High,6 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
No ChipData,456,14,1,phorone,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
003017228006,456,14,2,phorone,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
No ChipData,456,14,3,phorone,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
003017228008,456,14,5,phorone,High,6 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
No ChipData,456,14,1,phorone,High,6 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017228006,456,14,2,phorone,High,6 hr,Liver,Increased mitosis,Midlobular,minimal,False
No ChipData,456,14,3,phorone,High,6 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017228008,456,14,5,phorone,High,6 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017228007,456,14,4,phorone,High,6 hr,Liver,Increased mitosis,Midlobular,slight,False
